projects/lab1/out/lab1.elf:1000009c 00000001 b actualizar
projects/lab1/out/lab1.elf:100000a0 00000004 b contador.11029
projects/lab1/out/lab1.elf:100000a4 00000004 b heap_end.5622
projects/lab1/out/lab1.elf:1a000a9c 00000044 t Board_LED_Init
projects/lab1/out/lab1.elf:1a000ae0 00000040 t Board_TEC_Init
projects/lab1/out/lab1.elf:1a000b20 00000040 t Board_GPIO_Init
projects/lab1/out/lab1.elf:1a000b60 00000030 t Board_ADC_Init
projects/lab1/out/lab1.elf:1a000b90 00000038 t Board_SPI_Init
projects/lab1/out/lab1.elf:1a000bc8 00000024 t Board_I2C_Init
projects/lab1/out/lab1.elf:1a001d70 00000008 t GpioButtons
projects/lab1/out/lab1.elf:1a001d78 0000000c t GpioLeds
projects/lab1/out/lab1.elf:1a001d84 00000012 t GpioPorts
projects/lab1/out/lab1.elf:1a001d9c 00000004 t InitClkStates
projects/lab1/out/lab1.elf:1a001da0 00000074 t pinmuxing
projects/lab1/out/lab1.elf:1a000cf4 0000002c t Chip_UART_GetIndex
projects/lab1/out/lab1.elf:1a001e14 00000008 t UART_BClock
projects/lab1/out/lab1.elf:1a001e1c 00000008 t UART_PClock
projects/lab1/out/lab1.elf:1a000e5c 00000014 t Chip_ADC_GetClockIndex
projects/lab1/out/lab1.elf:1a000e70 00000032 t getClkDiv
projects/lab1/out/lab1.elf:1a000f24 000000a0 t pll_calc_divs
projects/lab1/out/lab1.elf:1a000fc4 0000010c t pll_get_frac
projects/lab1/out/lab1.elf:1a0010d0 0000004c t Chip_Clock_FindBaseClock
projects/lab1/out/lab1.elf:1a001344 00000022 t Chip_Clock_GetDivRate
projects/lab1/out/lab1.elf:100000a8 00000008 b audio_usb_pll_freq
projects/lab1/out/lab1.elf:1a001e30 0000006c t periph_to_base
projects/lab1/out/lab1.elf:1a001e9c 00000048 t InitClkStates
projects/lab1/out/lab1.elf:1a00161c 00000014 t Chip_SSP_GetClockIndex
projects/lab1/out/lab1.elf:1a001630 00000018 t Chip_SSP_GetPeriphClockIndex
projects/lab1/out/lab1.elf:10000000 00000038 d i2c
projects/lab1/out/lab1.elf:1000003c 00000060 d impure_data
projects/lab1/out/lab1.elf:1a001eec t __init_array_end
projects/lab1/out/lab1.elf:1a001ee8 b __preinit_array_end
projects/lab1/out/lab1.elf:1a001ee8 t __init_array_start
projects/lab1/out/lab1.elf:1a001ee8 b __preinit_array_start
